"Id","SalePrice"
1783,133275.231416907
1784,100959.602817249
1785,121734.276673575
1786,132267.983413756
1787,173885.626569641
1788,65085.7509654609
1789,96422.2792560367
1790,81750.7978469883
1791,183204.308828463
1792,168932.376112997
1793,119693.566893695
1794,153466.400477638
1795,141870.901072321
1796,118843.108677245
1797,109603.178860967
1798,112567.875894326
1799,106540.229502315
1800,123561.680099719
1801,128211.055813015
1802,129857.431326056
1803,140697.490583944
1804,143077.931082716
1805,135114.0731425
1806,135785.116281147
1807,134234.156998757
1808,125128.09566403
1809,121385.433543476
1810,135893.07676305
1811,92212.8071499692
1812,97457.2904789942
1813,125341.66281193
1814,89480.8791711225
1815,55485.8134443726
1816,103605.651090922
1817,104970.52796216
1818,155238.626044839
1819,122606.123423652
1820,68536.9057550943
1821,110557.392368934
1822,150301.749065814
1823,55962.9279165555
1824,123573.793068492
1825,134439.365218122
1826,96652.2693896576
1827,95833.8049823597
1828,132009.402594718
1829,150190.573185049
1830,148860.177450631
1831,150828.474404659
1832,69032.3370888579
1833,140030.824288242
1834,118215.201747657
1835,117389.835442153
1836,130323.946552332
1837,90055.817639632
1838,137789.228800305
1839,96801.6520873048
1840,150003.514883503
1841,140278.466618406
1842,86954.0323119083
1843,122529.209409167
1844,131086.54235266
1845,136012.319812197
1846,148531.486439007
1847,163211.230558157
1848,50867.4623488306
1849,116342.057490212
1850,121997.794039171
1851,171970.288808931
1852,133407.948478629
1853,126614.975920297
1854,180312.424284203
1855,153928.430687278
1856,216685.675551373
1857,150613.561790183
1858,131321.162624139
1859,113368.576538147
1860,146767.665992636
1861,113571.115642383
1862,335516.83799675
1863,314485.158950598
1864,314624.824229546
1865,351441.346753501
1866,325111.05661779
1867,226781.070794303
1868,296039.316727605
1869,201226.058581785
1870,221126.236255422
1871,248759.665612572
1872,173982.669540748
1873,238938.906917279
1874,150012.758807606
1875,211190.428623362
1876,193613.740863261
1877,208245.744674864
1878,205528.470185963
1879,120301.450639612
1880,125359.122214692
1881,240529.778470728
1882,246545.259926332
1883,187613.33158136
1884,207263.852293688
1885,243739.910151267
1886,284320.402155649
1887,209985.105152811
1888,265995.16503005
1889,170706.426041815
1890,117179.624059062
1891,132206.963090247
1892,99291.8655765536
1893,135312.961679689
1894,130161.133042341
1895,141686.378588997
1896,131476.542946374
1897,112589.366379936
1898,114562.380634097
1899,141722.787148017
1900,135044.23032496
1901,154505.452463733
1902,142555.228971006
1903,190030.267466665
1904,118867.191447295
1905,192600.366507653
1906,146243.191156471
1907,220876.723811299
1908,104880.811159612
1909,127101.432339774
1910,117379.637947302
1911,194134.977813687
1912,320277.258444451
1913,131370.301412984
1914,74719.6975443984
1915,280143.216839474
1916,64017.0051984906
1917,259900.03183463
1918,138783.926455016
1919,190384.315124774
1920,172298.743396082
1921,378270.753431949
1922,304762.521099385
1923,234445.099962345
1924,214401.495544426
1925,190476.243161134
1926,382496.422848787
1927,133560.924101725
1928,156363.08141756
1929,129184.495503143
1930,126686.345620883
1931,142508.350584891
1932,144578.607835358
1933,167570.889402931
1934,177872.835433811
1935,163680.249421093
1936,186036.928356511
1937,186272.663131851
1938,178419.483946974
1939,237502.342815944
1940,180236.007017124
1941,167946.886994562
1942,187673.764616453
1943,198476.798347839
1944,330539.575140677
1945,355079.578073747
1946,132021.744429735
1947,301589.545196429
1948,176432.753512855
1949,257963.537678724
1950,188998.727084304
1951,255523.281788473
1952,214228.057545024
1953,164832.463137449
1954,183264.09011582
1955,134275.819705692
1956,347039.548333564
1957,157825.692522827
1958,296035.562986264
1959,143527.526812993
1960,116540.898411438
1961,114631.42553407
1962,100201.090146234
1963,109509.98723832
1964,106728.493180019
1965,138419.688320369
1966,136665.830947545
1967,279249.466066431
1968,405391.054946205
1969,368232.666984952
1970,386989.167052659
1971,519202.564562137
1972,355463.65083042
1973,263538.195312059
1974,323595.625662253
1975,503225.667432125
1976,259735.69472072
1977,337765.870348314
1978,338679.1711841
1979,328748.049753513
1980,207496.407918048
1981,340145.943135366
1982,212166.851746717
1983,196611.059078684
1984,167780.309260408
1985,214908.9197084
1986,215814.195972543
1987,172880.702683558
1988,174195.626958537
1989,195989.835469194
1990,204826.720507777
1991,227418.716460679
1992,211663.816063223
1993,179574.843658776
1994,255952.577379037
1995,183580.495299689
1996,233722.891005816
1997,312407.773965848
1998,311861.912917035
1999,251660.70761318
2000,305622.267599271
2001,253255.266359644
2002,259718.734160319
2003,260128.276716726
2004,272772.273094586
2005,223924.47871897
2006,214744.238561381
2007,249099.555301119
2008,203094.690786142
2009,192735.491327827
2010,193631.749473724
2011,148180.471924722
2012,167081.745583836
2013,174245.492368823
2014,183009.990972865
2015,196770.027501476
2016,187679.15544968
2017,194393.149626457
2018,109511.226775328
2019,134779.604504073
2020,102622.973301375
2021,94122.5081990193
2022,182403.284297174
2023,148985.149761183
2024,263852.539082219
2025,347707.903979125
2026,174385.829804758
2027,154823.071053035
2028,146680.286714887
2029,159849.382352138
2030,266172.318652769
2031,236073.167826846
2032,246287.734324841
2033,252996.160937028
2034,167211.866000549
2035,211431.263332551
2036,192406.916102086
2037,196101.928083741
2038,324735.677264079
2039,222836.316476209
2040,281458.930559933
2041,335408.85652404
2042,196076.274240818
2043,176104.320019645
2044,179053.30996878
2045,209882.450739969
2046,156155.266943121
2047,145702.733113047
2048,135430.385470124
2049,144595.807969966
2050,176309.737205051
2051,98829.6199020987
2052,117496.18795374
2053,147544.096036907
2054,96326.5681095113
2055,151909.335282926
2056,145766.482811447
2057,114736.769165532
2058,211739.598344375
2059,129942.311658477
2060,178261.432790594
2061,180748.769314619
2062,126027.173879811
2063,124904.380922152
2064,133595.726062338
2065,121480.493932458
2066,161670.194067699
2067,112418.446135154
2068,153556.36835916
2069,86643.0352186893
2070,115694.043144132
2071,91143.0506763255
2072,141482.000291192
2073,130435.873725695
2074,173193.755194562
2075,146234.004113307
2076,111711.823715888
2077,152673.298399277
2078,114372.446491906
2079,136667.45305486
2080,121945.506758556
2081,124716.899836309
2082,113648.583906087
2083,141667.790104171
2084,107899.520464783
2085,119968.427751958
2086,116885.424439723
2087,127712.757417807
2088,92079.4509518714
2089,78050.6602869005
2090,124140.280111539
2091,106638.383466553
2092,124539.020158843
2093,122593.216218799
2094,113701.286086526
2095,143625.809963966
2096,81414.2969498513
2097,99800.9509421228
2098,154652.249494684
2099,53157.0664240705
2100,71949.6928571959
2101,97113.6932659669
2102,133477.150318362
2103,101071.393676542
2104,141199.904162767
2105,125402.087146715
2106,55616.8557001901
2107,196915.535019504
2108,119498.141041743
2109,114451.855900963
2110,124952.971158588
2111,144346.763110534
2112,135424.70670904
2113,120547.070265557
2114,115845.566235439
2115,167584.22259832
2116,107563.153559155
2117,142028.665023957
2118,120201.512105167
2119,111167.755464757
2120,107682.876457375
2121,86575.3878866445
2122,110448.539201769
2123,80648.6652458036
2124,150654.976248681
2125,130810.556651521
2126,129499.175101867
2127,165102.475110073
2128,122174.95552565
2129,84273.9977493922
2130,137793.799271844
2131,134826.671757344
2132,111830.237856292
2133,125594.575565786
2134,125104.630841757
2135,88407.7733440415
2136,75357.6546850669
2137,101804.431183585
2138,133237.963038694
2139,143513.928604165
2140,135250.909276248
2141,148862.120347052
2142,119369.377572756
2143,140928.579184023
2144,119735.514166385
2145,137444.424996109
2146,180498.003970521
2147,139806.490881775
2148,132899.694815223
2149,151570.126335347
2150,219647.801275924
2151,110416.222702028
2152,182554.503138186
2153,175218.679049707
2154,114771.14246052
2155,144122.438769682
2156,261108.049398478
2157,226723.292258976
2158,230245.017357358
2159,208245.146743114
2160,182079.273745118
2161,245600.520066091
2162,396273.605310912
2163,370342.594802331
2164,239226.933217381
2165,184543.970770877
2166,155314.285148361
2167,211037.529218779
2168,207501.310803389
2169,195489.47425009
2170,217869.688164539
2171,152640.889119184
2172,128121.188981926
2173,166123.458136875
2174,229914.168544323
2175,292850.602948207
2176,304031.060081616
2177,233080.130000717
2178,214676.979647353
2179,138069.874507415
2180,210765.092945721
2181,202781.293343096
2182,237708.599008888
2183,192161.634205568
2184,118848.689374353
2185,122894.819439087
2186,151335.170068209
2187,147296.390747871
2188,155386.624330386
2189,314953.640114102
2190,77342.5241991876
2191,81020.2750743769
2192,94635.8171693473
2193,118541.587231101
2194,101979.756949104
2195,110122.501528409
2196,107169.071943003
2197,124496.231383656
2198,156869.726128375
2199,170272.685887813
2200,135443.390250523
2201,124437.721943205
2202,208650.105082555
2203,113822.122356548
2204,167685.169912071
2205,108816.676193867
2206,123436.47028235
2207,184919.329522271
2208,247170.480671047
2209,218947.860401679
2210,112193.994910465
2211,118284.846072692
2212,126010.583318586
2213,111993.864199817
2214,140741.030742808
2215,102225.767837598
2216,152401.885541199
2217,70739.9618254516
2218,91565.598688575
2219,86945.3031043932
2220,80426.2336596704
2221,276313.3643742
2222,257055.219598945
2223,298737.21411046
2224,210251.955757585
2225,119520.882519939
2226,192517.217796106
2227,193844.689448528
2228,261001.026816452
2229,254006.723095802
2230,144835.888368327
2231,214049.559441574
2232,176052.774436469
2233,172350.713263669
2234,238727.698425866
2235,218959.814182848
2236,262620.699991092
2237,317344.808227985
2238,198806.737040429
2239,116921.252437146
2240,162065.926811528
2241,148458.003049891
2242,126492.179888793
2243,137868.269412423
2244,105836.288352569
2245,101041.120451075
2246,144961.904989595
2247,119995.497566946
2248,118355.160024272
2249,119116.286540306
2250,124210.515601485
2251,97177.2591328476
2252,180995.471864685
2253,148937.609796751
2254,171351.881162723
2255,181063.942933996
2256,178236.972628008
2257,202766.904055995
2258,158930.690585876
2259,169944.160142943
2260,137893.575222953
2261,170381.185187425
2262,197803.415259248
2263,354597.953506593
2264,522457.982803692
2265,182642.937746717
2266,276835.863035698
2267,341818.207888005
2268,413452.985717349
2269,152120.378624298
2270,198214.776927269
2271,224253.141363217
2272,203493.519481406
2273,161176.937746809
2274,176651.633681102
2275,161755.707677474
2276,196776.376539969
2277,194901.795450259
2278,142351.317468279
2279,120254.321464115
2280,122291.924828127
2281,168928.022566079
2282,196962.095887171
2283,108979.521773464
2284,112817.117758271
2285,140533.626182427
2286,122364.469246605
2287,357600.644933158
2288,274553.600319638
2289,354205.05646162
2290,439108.181223307
2291,312964.363216417
2292,438501.684530324
2293,484391.223952263
2294,377365.539777483
2295,493719.160817471
2296,289066.860443307
2297,322764.173765788
2298,331636.266166496
2299,340711.142421
2300,320522.48573483
2301,295388.790436816
2302,238068.960572757
2303,237185.093229299
2304,246919.640087418
2305,196458.186599353
2306,193349.262761689
2307,198458.998556522
2308,217743.817681189
2309,281216.952262249
2310,202688.049802902
2311,196249.961745058
2312,189248.698359357
2313,187615.317407248
2314,194732.933915989
2315,177988.400201542
2316,211188.800933316
2317,189424.395874729
2318,179364.920512196
2319,185596.333097019
2320,185624.815321286
2321,228704.760934876
2322,175123.580608516
2323,189467.421420144
2324,180332.965918405
2325,219394.806615686
2326,172423.672862532
2327,201703.623770934
2328,221921.184541375
2329,195205.960870021
2330,180002.01903329
2331,341382.790623039
2332,383075.687972878
2333,309936.28099681
2334,248181.015038357
2335,266629.437668228
2336,294315.879920293
2337,197501.575424361
2338,262138.033479003
2339,211859.752615111
2340,418743.218312041
2341,216784.953400257
2342,224931.030318108
2343,209919.551055522
2344,216042.002247835
2345,233456.854303308
2346,207127.87610341
2347,193168.230269061
2348,230494.145967187
2349,169642.746809285
2350,300357.653666951
2351,255821.174569663
2352,257808.711446642
2353,236855.184022638
2354,144426.929980231
2355,150569.582584828
2356,151936.874365752
2357,188039.494431521
2358,197370.812409179
2359,136385.470402922
2360,113498.795589629
2361,141967.308648837
2362,283667.081283443
2363,125580.024579418
2364,150004.958012066
2365,214794.992107942
2366,187380.081835007
2367,225510.35232755
2368,203635.27652746
2369,223002.707646058
2370,156731.596596245
2371,161447.113136615
2372,183902.390343874
2373,281868.754222068
2374,305511.03601168
2375,254183.828681449
2376,291485.961007729
2377,351384.521138551
2378,147120.127198071
2379,215609.463608899
2380,158426.040096599
2381,168328.853279614
2382,211844.084719081
2383,215344.575145112
2384,249465.554755607
2385,156326.298206142
2386,127651.333958145
2387,131411.064615006
2388,102638.59586977
2389,116142.291199625
2390,137217.539744999
2391,128930.151040299
2392,112340.565459149
2393,163053.218421531
2394,131449.816863258
2395,202192.689068609
2396,140146.953187062
2397,231025.174235651
2398,126849.642100215
2399,63254.0118139969
2400,61653.0643706584
2401,115720.908751198
2402,135069.081908992
2403,145666.231685568
2404,149515.62599631
2405,153436.365337671
2406,140249.48125415
2407,120476.307043934
2408,143512.677349143
2409,118574.499020251
2410,172626.495378345
2411,114090.284042788
2412,153089.851881726
2413,129885.378635339
2414,160242.202473694
2415,136146.959133174
2416,123928.920554936
2417,134906.323342125
2418,131600.371144911
2419,125626.785133333
2420,115110.397400025
2421,128269.051578269
2422,110923.828194172
2423,119083.660109976
2424,154779.084309328
2425,184546.761722177
2426,132942.176654678
2427,135767.467056942
2428,174997.396691513
2429,109371.550984822
2430,133856.9425648
2431,107082.033655769
2432,139717.444837357
2433,135047.470673891
2434,134835.513176411
2435,144588.939212104
2436,95956.1550459684
2437,107194.053928497
2438,113485.832883645
2439,104932.230584454
2440,121203.515583215
2441,97048.7519613097
2442,96587.2027417756
2443,133256.047437813
2444,125562.661527527
2445,91810.6707834988
2446,142769.005741808
2447,185553.353289261
2448,127735.746039149
2449,108677.122262661
2450,153611.179608811
2451,124029.622109334
2452,193088.273604571
2453,98296.6711745292
2454,130891.49744013
2455,120773.551637748
2456,138170.768022204
2457,128098.780010333
2458,125802.243350035
2459,104680.891134795
2460,131525.677344135
2461,124348.098150535
2462,130373.250451117
2463,122499.274285221
2464,183537.757119586
2465,134709.168228737
2466,115195.151531905
2467,130955.311672677
2468,78724.5136103785
2469,77018.4385466756
2470,193935.615577577
2471,224589.232034145
2472,162078.835220953
2473,115135.550753514
2474,73100.0245188283
2475,226696.489539014
2476,114721.666213896
2477,127968.251985722
2478,155640.065628588
2479,104821.145257592
2480,149884.256324208
2481,116314.626611782
2482,124406.723655525
2483,105802.311896745
2484,116508.95098917
2485,123256.202462225
2486,154828.853366089
2487,162708.102126901
2488,171222.603338403
2489,148973.557417212
2490,141187.819410393
2491,92097.1921303734
2492,190454.833564775
2493,158183.348111924
2494,157451.363578234
2495,98036.5753059543
2496,251128.225010898
2497,165814.989494627
2498,102114.180500164
2499,84291.2108820488
2500,127738.524753102
2501,146041.16204453
2502,153957.875764589
2503,95909.0837467293
2504,154555.202543543
2505,219814.928277476
2506,254298.493724673
2507,303872.778108527
2508,256935.933026708
2509,220798.51314173
2510,218758.397438901
2511,176243.636012106
2512,197240.602994616
2513,228427.494225587
2514,234265.669224938
2515,142155.825831708
2516,177317.312561775
2517,146123.959487114
2518,158240.847464984
2519,220205.35282638
2520,209650.378567268
2521,186712.059606059
2522,224332.264971996
2523,116328.278482819
2524,131856.866662629
2525,144491.750994475
2526,130656.988755951
2527,114634.634573262
2528,118918.116537742
2529,129346.242325364
2530,120607.857107049
2531,240931.550330238
2532,230172.20746959
2533,186880.448911752
2534,229365.470769276
2535,299739.918764296
2536,236320.342036998
2537,239103.447422136
2538,182151.219248887
2539,188536.133145415
2540,183476.22832
2541,180382.478197575
2542,164373.986620378
2543,120102.834736951
2544,125938.872206031
2545,136234.093910025
2546,130212.143720595
2547,132074.509236116
2548,149694.998299529
2549,158083.053984389
2550,1422963.96070509
2551,144039.821038313
2552,128950.599967513
2553,74956.0305745085
2554,93852.5456869141
2555,122075.579418727
2556,100357.437091644
2557,100332.477024248
2558,153969.785019351
2559,129811.746677607
2560,132278.778848976
2561,133715.964980577
2562,116785.387919428
2563,132152.163033503
2564,169681.0801606
2565,120544.25776082
2566,140936.412644671
2567,123545.192463732
2568,180480.858707971
2569,207657.815531413
2570,112578.32153428
2571,183961.420528876
2572,151555.049999709
2573,213032.601828597
2574,247990.416548586
2575,131397.70269556
2576,120553.554429424
2577,140850.950423269
2578,85710.8458993819
2579,63760.4197527265
2580,113411.735054144
2581,121072.170060908
2582,128339.064815743
2583,273366.580858897
2584,188616.465341625
2585,191923.8525161
2586,246091.736692964
2587,202775.157986894
2588,149223.494185722
2589,146324.275758596
2590,198617.962379559
2591,231794.735888383
2592,215324.862226127
2593,254049.430761804
2594,185368.884283968
2595,200450.574030237
2596,300222.505947339
2597,178476.332483079
2598,273254.521553146
2599,355361.845159525
2600,145836.769920575
2601,141144.280562769
2602,87867.6127156725
2603,94663.893709407
2604,93847.4128570251
2605,81934.8719590415
2606,150351.903532083
2607,196866.868526589
2608,204796.264290132
2609,173504.249068795
2610,114168.601584312
2611,122372.492304331
2612,169065.617794445
2613,131516.802753725
2614,120916.957348196
2615,159750.424494836
2616,146269.546937456
2617,192224.460381326
2618,218672.481757343
2619,199474.172078405
2620,181720.497159094
2621,173374.19967911
2622,180181.688557139
2623,238467.407126769
2624,313876.289342108
2625,295147.683739791
2626,172380.856733334
2627,148732.370628511
2628,425929.397672223
2629,488385.775214036
2630,330556.971120438
2631,486194.954156573
2632,384838.874790702
2633,280846.355694099
2634,397393.261203982
2635,157620.530135289
2636,178490.173603397
2637,171602.498935664
2638,281785.026575995
2639,183892.302424676
2640,146555.644835549
2641,98828.4754050413
2642,201773.663791967
2643,102142.828664574
2644,118768.030752048
2645,112501.937565226
2646,97717.9095745223
2647,102054.188998856
2648,140064.678817339
2649,148988.046982282
2650,136132.743361934
2651,136200.277224387
2652,407376.381475246
2653,253080.288159968
2654,245104.786265832
2655,374610.616838619
2656,304224.267025929
2657,338446.078451767
2658,293155.518787984
2659,281896.529089875
2660,345520.716318658
2661,338765.754625404
2662,340922.864300224
2663,278678.104028516
2664,266549.658773425
2665,322794.9649363
2666,278001.236028167
2667,183126.834559676
2668,190262.775721131
2669,186264.372624453
2670,279811.808607405
2671,182281.042559738
2672,190421.209612861
2673,199074.922406768
2674,195233.020462569
2675,162934.081895067
2676,194216.279717588
2677,196670.468020591
2678,253603.130411223
2679,261318.707731626
2680,282228.409013506
2681,380619.612140603
2682,310099.445380058
2683,487447.267146115
2684,289169.430045825
2685,328651.418589793
2686,257173.103256941
2687,317486.497187515
2688,210003.742682203
2689,206057.565973857
2690,433240.987434309
2691,180838.989115661
2692,146689.732812314
2693,196587.860558896
2694,147444.656638716
2695,184980.887778694
2696,177955.3478998
2697,179243.498402132
2698,188543.771370405
2699,183424.25958906
2700,163403.903463248
2701,151626.11698628
2702,109557.244729927
2703,124167.491290944
2704,133448.89160329
2705,108330.654010638
2706,105235.863307116
2707,120336.767166717
2708,129981.02194974
2709,102045.10685117
2710,121805.18949392
2711,230952.899227971
2712,356585.320206446
2713,168085.13513715
2714,148100.275965096
2715,169797.183727878
2716,146868.27668538
2717,189525.269668594
2718,213008.308561214
2719,162812.375129983
2720,184730.147153594
2721,126045.309727878
2722,153107.620898023
2723,140441.734508344
2724,118944.686008509
2725,124202.572896487
2726,146151.749130931
2727,180663.656580535
2728,178103.622794592
2729,142821.138664929
2730,150895.5713596
2731,131246.202699928
2732,128533.869464162
2733,152189.512166911
2734,159341.866288707
2735,137809.203800318
2736,138704.140320832
2737,117154.569955237
2738,137544.578793429
2739,155160.870846099
2740,130361.248365992
2741,137353.836437159
2742,153923.110252679
2743,153428.529639263
2744,157248.320099223
2745,142328.62129398
2746,136036.888913002
2747,151718.849005655
2748,121221.080583044
2749,129226.381013317
2750,133488.418094393
2751,135297.623585853
2752,187195.746576445
2753,139079.184168663
2754,211646.134539378
2755,133058.913004661
2756,94790.8910355366
2757,71035.8282389873
2758,83001.1023939532
2759,153253.393317896
2760,116407.666108964
2761,137108.508729169
2762,140447.308164918
2763,197693.366600505
2764,163003.486556341
2765,293962.640889947
2766,137041.081958886
2767,86794.2835932217
2768,121796.826875584
2769,121415.82938532
2770,141429.480336641
2771,107464.215861346
2772,112228.367204686
2773,167153.72260984
2774,159332.846217323
2775,114065.890910916
2776,147602.510220996
2777,144270.538628633
2778,105848.298383575
2779,114683.585429234
2780,95963.6114767301
2781,91826.5118383716
2782,95035.3239003553
2783,93187.951685749
2784,125698.21346252
2785,131973.960438227
2786,72144.2874262499
2787,138188.707463977
2788,77775.1796574502
2789,163647.749860205
2790,94959.5657248224
2791,110187.295610169
2792,67800.44306978
2793,155760.282325563
2794,91655.4971299829
2795,114965.067118994
2796,93055.525897659
2797,221915.598573882
2798,100327.202873543
2799,108735.88876381
2800,71642.1793519517
2801,105593.542656234
2802,131729.805566244
2803,161330.495188331
2804,128667.563435143
2805,101267.907018054
2806,81521.722527431
2807,161312.983935084
2808,138375.929501923
2809,129872.882870976
2810,122049.448921373
2811,158557.458516365
2812,146465.650727993
2813,155402.460939357
2814,158005.644499048
2815,92912.2928899479
2816,234937.252819168
2817,144666.665437556
2818,131106.619550574
2819,160147.242709881
2820,137570.646766958
2821,100140.510997854
2822,199397.636842965
2823,351996.572772123
2824,177189.393062155
2825,139890.909062173
2826,138742.187680889
2827,145650.26236933
2828,216001.483584737
2829,241578.263751744
2830,240376.682314682
2831,168575.856510833
2832,257440.442599162
2833,296130.969043369
2834,213382.228982515
2835,216015.710500165
2836,187094.37745777
2837,152882.720361596
2838,150799.52481755
2839,177435.997058997
2840,199177.561756295
2841,204328.567233976
2842,229226.184631237
2843,147304.735761763
2844,169666.516035712
2845,124451.645253162
2846,207512.939690148
2847,194561.807163432
2848,236835.671562599
